nohup: 忽略输入
2025-01-12 12:26:46.975748: I tensorflow/core/util/port.cc:110] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2025-01-12 12:26:47.027855: I tensorflow/core/platform/cpu_feature_guard.cc:182] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F AVX512_VNNI FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
2025-01-12 12:26:47.836925: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Could not find TensorRT
Namespace(add_num_times=2, alpha=0.4, anneal_cap=0.2, bert_mask_prob=0.3, best_metric='NDCG@10', block_num=2, cand_num=100, ch=True, context_window=2, dataset_path='data/KuaiRand/kuai.csv', decay_step=5, device='cpu', dilations=[1, 4], dropout=0.3, early_stop=True, embedding_size=32, epochs=100, eval=True, factor_num=128, gamma=0.5, hidden_size=128, hidden_size_list=[128, 128], init_method='default', is_mp=False, is_parallel=False, is_pretrain=1, item_min=10, k=20, kd=False, kernel_size=3, l2_emb=0.0, latent_dim=128, lifelong_eval=True, ll_max_itemnum=0, local_rank=None, loss_type='BPR', lr=0.0001, max_len=20, mess_dropout=0.1, metric_ks=[5, 20], model_name='ple', mtl_task_num=6, negsample_savefolder='./data/neg_data/', negsample_size=99, node_dropout=0.1, num_embedding=1, num_gpu=1, num_groups=4, num_heads=4, num_items=1, num_labels=1, num_ng=4, num_users=1, optimizer='default', pad_token=0, pretrain_path='', prun_rate=0, re_epochs=20, reg_1=0.0, reg_2=0.0, rho=0.5, sample='random', sample_method='high-pop', sample_ratio=0.3, save_path='./checkpoint/', seed=100, source_path='', target_path='', task=-1, task1_out=0, task2_out=0, task3_out=0, task4_out=0, task_name='mtl', task_num=4, temp=7, test_batch_size=4096, test_method='ufo', test_size=0.1, total_anneal_steps=1000, train_batch_size=4096, user_profile='gender', val_batch_size=4096, val_method='ufo', val_size=0.1111, valid_rate=100, weight_decay=0.0)
digit_columns: ['show_user_num', 'play_user_num', 'complete_play_user_num', 'valid_play_user_num'] to index
  0%|          | 0/4 [00:00<?, ?it/s] 25%|██▌       | 1/4 [00:00<00:00,  5.98it/s] 50%|█████     | 2/4 [00:00<00:00,  6.27it/s] 75%|███████▌  | 3/4 [00:00<00:00,  6.37it/s]100%|██████████| 4/4 [00:00<00:00,  6.45it/s]100%|██████████| 4/4 [00:00<00:00,  6.37it/s]
categorical_columns: ['user_id', 'video_id', 'follow_user_num_range', 'tab', 'fans_user_num_range', 'friend_user_num_range', 'author_id', 'video_type', 'music_type', 'show_user_num', 'play_user_num', 'complete_play_user_num', 'valid_play_user_num'] to index
  0%|          | 0/13 [00:00<?, ?it/s] 15%|█▌        | 2/13 [00:00<00:01,  9.58it/s] 23%|██▎       | 3/13 [00:00<00:01,  6.58it/s] 38%|███▊      | 5/13 [00:00<00:01,  7.47it/s] 46%|████▌     | 6/13 [00:00<00:01,  6.75it/s] 54%|█████▍    | 7/13 [00:01<00:00,  6.57it/s] 62%|██████▏   | 8/13 [00:01<00:00,  6.23it/s] 77%|███████▋  | 10/13 [00:01<00:00,  8.54it/s] 92%|█████████▏| 12/13 [00:01<00:00, 10.24it/s]100%|██████████| 13/13 [00:01<00:00,  8.53it/s]
0it [00:00, ?it/s]19it [00:00, 195.69it/s]
Epoch 1 train loss is 4.034, total scene, click auc is 0.621, like auc is 0.512, follow auc is 0.491, 5s auc is 0.637, 10s auc is 0.618, 18s auc is 0.606
Epoch 22 val loss is 2.297, scene 1, click auc is 0.617, like auc is 0.705, follow auc is 0.835, 5s auc is 0.628, 10s auc is 0.637, 18s auc is 0.660
Epoch 22 val loss is 2.297, scene 2, click auc is 0.691, like auc is 0.744, follow auc is 0.815, 5s auc is 0.680, 10s auc is 0.696, 18s auc is 0.721
Epoch 22 val loss is 2.297, scene 3, click auc is 0.712, like auc is 0.747, follow auc is 0.758, 5s auc is 0.715, 10s auc is 0.729, 18s auc is 0.745
Epoch 22 val loss is 2.297, scene 4, click auc is 0.686, like auc is 0.703, follow auc is 0.795, 5s auc is 0.680, 10s auc is 0.688, 18s auc is 0.688
Epoch 23 train loss is 2.289, total scene, click auc is 0.764, like auc is 0.774, follow auc is 0.817, 5s auc is 0.769, 10s auc is 0.768, 18s auc is 0.780
Epoch 23 val loss is 2.340, total scene, click auc is 0.748, like auc is 0.761, follow auc is 0.822, 5s auc is 0.754, 10s auc is 0.752, 18s auc is 0.765
Epoch 23 val loss is 2.289, scene 1, click auc is 0.619, like auc is 0.706, follow auc is 0.784, 5s auc is 0.629, 10s auc is 0.639, 18s auc is 0.660
Epoch 23 val loss is 2.289, scene 2, click auc is 0.693, like auc is 0.746, follow auc is 0.814, 5s auc is 0.682, 10s auc is 0.698, 18s auc is 0.723
Epoch 23 val loss is 2.289, scene 3, click auc is 0.715, like auc is 0.751, follow auc is 0.744, 5s auc is 0.718, 10s auc is 0.731, 18s auc is 0.747
Epoch 23 val loss is 2.289, scene 4, click auc is 0.689, like auc is 0.707, follow auc is 0.771, 5s auc is 0.683, 10s auc is 0.690, 18s auc is 0.690
Epoch 24 train loss is 2.282, total scene, click auc is 0.766, like auc is 0.776, follow auc is 0.819, 5s auc is 0.771, 10s auc is 0.770, 18s auc is 0.782
Epoch 24 val loss is 2.336, total scene, click auc is 0.749, like auc is 0.764, follow auc is 0.817, 5s auc is 0.755, 10s auc is 0.753, 18s auc is 0.767
Epoch 24 val loss is 2.282, scene 1, click auc is 0.623, like auc is 0.712, follow auc is 0.833, 5s auc is 0.634, 10s auc is 0.644, 18s auc is 0.665
Epoch 24 val loss is 2.282, scene 2, click auc is 0.695, like auc is 0.749, follow auc is 0.810, 5s auc is 0.684, 10s auc is 0.700, 18s auc is 0.725
Epoch 24 val loss is 2.282, scene 3, click auc is 0.716, like auc is 0.758, follow auc is 0.731, 5s auc is 0.718, 10s auc is 0.733, 18s auc is 0.750
Epoch 24 val loss is 2.282, scene 4, click auc is 0.691, like auc is 0.708, follow auc is 0.769, 5s auc is 0.685, 10s auc is 0.692, 18s auc is 0.692
Epoch 25 train loss is 2.275, total scene, click auc is 0.768, like auc is 0.779, follow auc is 0.823, 5s auc is 0.773, 10s auc is 0.772, 18s auc is 0.784
Epoch 25 val loss is 2.330, total scene, click auc is 0.751, like auc is 0.768, follow auc is 0.819, 5s auc is 0.757, 10s auc is 0.755, 18s auc is 0.768
Epoch 25 val loss is 2.275, scene 1, click auc is 0.625, like auc is 0.717, follow auc is 0.854, 5s auc is 0.637, 10s auc is 0.646, 18s auc is 0.666
Epoch 25 val loss is 2.275, scene 2, click auc is 0.698, like auc is 0.753, follow auc is 0.812, 5s auc is 0.687, 10s auc is 0.702, 18s auc is 0.727
Epoch 25 val loss is 2.275, scene 3, click auc is 0.718, like auc is 0.759, follow auc is 0.727, 5s auc is 0.721, 10s auc is 0.736, 18s auc is 0.752
Epoch 25 val loss is 2.275, scene 4, click auc is 0.692, like auc is 0.719, follow auc is 0.793, 5s auc is 0.687, 10s auc is 0.694, 18s auc is 0.694
Epoch 26 train loss is 2.267, total scene, click auc is 0.770, like auc is 0.782, follow auc is 0.824, 5s auc is 0.775, 10s auc is 0.774, 18s auc is 0.786
Epoch 26 val loss is 2.327, total scene, click auc is 0.752, like auc is 0.769, follow auc is 0.819, 5s auc is 0.758, 10s auc is 0.756, 18s auc is 0.770
Epoch 26 val loss is 2.267, scene 1, click auc is 0.628, like auc is 0.717, follow auc is 0.874, 5s auc is 0.640, 10s auc is 0.648, 18s auc is 0.671
Epoch 26 val loss is 2.267, scene 2, click auc is 0.699, like auc is 0.754, follow auc is 0.814, 5s auc is 0.689, 10s auc is 0.704, 18s auc is 0.728
Epoch 26 val loss is 2.267, scene 3, click auc is 0.719, like auc is 0.764, follow auc is 0.739, 5s auc is 0.722, 10s auc is 0.737, 18s auc is 0.753
Epoch 26 val loss is 2.267, scene 4, click auc is 0.693, like auc is 0.718, follow auc is 0.757, 5s auc is 0.688, 10s auc is 0.695, 18s auc is 0.695
Epoch 27 train loss is 2.261, total scene, click auc is 0.772, like auc is 0.784, follow auc is 0.827, 5s auc is 0.777, 10s auc is 0.776, 18s auc is 0.788
Epoch 27 val loss is 2.322, total scene, click auc is 0.754, like auc is 0.772, follow auc is 0.821, 5s auc is 0.760, 10s auc is 0.758, 18s auc is 0.771
Epoch 27 val loss is 2.261, scene 1, click auc is 0.627, like auc is 0.718, follow auc is 0.744, 5s auc is 0.639, 10s auc is 0.647, 18s auc is 0.667
Epoch 27 val loss is 2.261, scene 2, click auc is 0.701, like auc is 0.758, follow auc is 0.817, 5s auc is 0.691, 10s auc is 0.705, 18s auc is 0.730
Epoch 27 val loss is 2.261, scene 3, click auc is 0.721, like auc is 0.768, follow auc is 0.748, 5s auc is 0.725, 10s auc is 0.739, 18s auc is 0.755
Epoch 27 val loss is 2.261, scene 4, click auc is 0.696, like auc is 0.720, follow auc is 0.785, 5s auc is 0.691, 10s auc is 0.699, 18s auc is 0.699
Epoch 28 train loss is 2.255, total scene, click auc is 0.773, like auc is 0.786, follow auc is 0.825, 5s auc is 0.778, 10s auc is 0.778, 18s auc is 0.790
Epoch 28 val loss is 2.318, total scene, click auc is 0.755, like auc is 0.774, follow auc is 0.820, 5s auc is 0.761, 10s auc is 0.759, 18s auc is 0.772
Epoch 28 val loss is 2.255, scene 1, click auc is 0.631, like auc is 0.727, follow auc is 0.851, 5s auc is 0.643, 10s auc is 0.652, 18s auc is 0.672
Epoch 28 val loss is 2.255, scene 2, click auc is 0.703, like auc is 0.760, follow auc is 0.817, 5s auc is 0.692, 10s auc is 0.707, 18s auc is 0.732
Epoch 28 val loss is 2.255, scene 3, click auc is 0.722, like auc is 0.768, follow auc is 0.737, 5s auc is 0.726, 10s auc is 0.739, 18s auc is 0.756
Epoch 28 val loss is 2.255, scene 4, click auc is 0.698, like auc is 0.722, follow auc is 0.774, 5s auc is 0.693, 10s auc is 0.700, 18s auc is 0.700
Epoch 29 train loss is 2.249, total scene, click auc is 0.775, like auc is 0.789, follow auc is 0.834, 5s auc is 0.780, 10s auc is 0.779, 18s auc is 0.791
Epoch 29 val loss is 2.316, total scene, click auc is 0.756, like auc is 0.776, follow auc is 0.820, 5s auc is 0.762, 10s auc is 0.760, 18s auc is 0.773
Epoch 29 val loss is 2.249, scene 1, click auc is 0.635, like auc is 0.725, follow auc is 0.860, 5s auc is 0.647, 10s auc is 0.654, 18s auc is 0.675
Epoch 29 val loss is 2.249, scene 2, click auc is 0.704, like auc is 0.763, follow auc is 0.811, 5s auc is 0.694, 10s auc is 0.708, 18s auc is 0.733
Epoch 29 val loss is 2.249, scene 3, click auc is 0.723, like auc is 0.769, follow auc is 0.747, 5s auc is 0.726, 10s auc is 0.741, 18s auc is 0.757
Epoch 29 val loss is 2.249, scene 4, click auc is 0.700, like auc is 0.723, follow auc is 0.804, 5s auc is 0.694, 10s auc is 0.702, 18s auc is 0.702
Epoch 30 train loss is 2.244, total scene, click auc is 0.776, like auc is 0.791, follow auc is 0.832, 5s auc is 0.781, 10s auc is 0.781, 18s auc is 0.792
Epoch 30 val loss is 2.310, total scene, click auc is 0.757, like auc is 0.778, follow auc is 0.812, 5s auc is 0.763, 10s auc is 0.761, 18s auc is 0.775
Epoch 30 val loss is 2.244, scene 1, click auc is 0.636, like auc is 0.731, follow auc is 0.904, 5s auc is 0.650, 10s auc is 0.657, 18s auc is 0.678
Epoch 30 val loss is 2.244, scene 2, click auc is 0.706, like auc is 0.764, follow auc is 0.805, 5s auc is 0.695, 10s auc is 0.710, 18s auc is 0.734
Epoch 30 val loss is 2.244, scene 3, click auc is 0.724, like auc is 0.774, follow auc is 0.717, 5s auc is 0.728, 10s auc is 0.742, 18s auc is 0.758
Epoch 30 val loss is 2.244, scene 4, click auc is 0.701, like auc is 0.724, follow auc is 0.770, 5s auc is 0.695, 10s auc is 0.704, 18s auc is 0.704
Epoch 31 train loss is 2.238, total scene, click auc is 0.778, like auc is 0.794, follow auc is 0.835, 5s auc is 0.783, 10s auc is 0.782, 18s auc is 0.794
Epoch 31 val loss is 2.308, total scene, click auc is 0.758, like auc is 0.780, follow auc is 0.821, 5s auc is 0.764, 10s auc is 0.762, 18s auc is 0.776
Epoch 31 val loss is 2.238, scene 1, click auc is 0.637, like auc is 0.730, follow auc is 0.888, 5s auc is 0.650, 10s auc is 0.658, 18s auc is 0.682
Epoch 31 val loss is 2.238, scene 2, click auc is 0.707, like auc is 0.767, follow auc is 0.815, 5s auc is 0.696, 10s auc is 0.711, 18s auc is 0.736
Epoch 31 val loss is 2.238, scene 3, click auc is 0.725, like auc is 0.773, follow auc is 0.717, 5s auc is 0.729, 10s auc is 0.743, 18s auc is 0.758
Epoch 31 val loss is 2.238, scene 4, click auc is 0.702, like auc is 0.733, follow auc is 0.766, 5s auc is 0.695, 10s auc is 0.704, 18s auc is 0.704
Epoch 32 train loss is 2.234, total scene, click auc is 0.779, like auc is 0.796, follow auc is 0.838, 5s auc is 0.784, 10s auc is 0.783, 18s auc is 0.795
Epoch 32 val loss is 2.305, total scene, click auc is 0.759, like auc is 0.782, follow auc is 0.822, 5s auc is 0.765, 10s auc is 0.763, 18s auc is 0.776
Epoch 32 val loss is 2.234, scene 1, click auc is 0.639, like auc is 0.741, follow auc is 0.898, 5s auc is 0.653, 10s auc is 0.660, 18s auc is 0.682
Epoch 32 val loss is 2.234, scene 2, click auc is 0.708, like auc is 0.769, follow auc is 0.815, 5s auc is 0.698, 10s auc is 0.712, 18s auc is 0.737
Epoch 32 val loss is 2.234, scene 3, click auc is 0.726, like auc is 0.774, follow auc is 0.727, 5s auc is 0.729, 10s auc is 0.743, 18s auc is 0.758
Epoch 32 val loss is 2.234, scene 4, click auc is 0.704, like auc is 0.728, follow auc is 0.776, 5s auc is 0.697, 10s auc is 0.706, 18s auc is 0.706
Epoch 33 train loss is 2.229, total scene, click auc is 0.780, like auc is 0.798, follow auc is 0.841, 5s auc is 0.785, 10s auc is 0.784, 18s auc is 0.796
Epoch 33 val loss is 2.303, total scene, click auc is 0.760, like auc is 0.785, follow auc is 0.827, 5s auc is 0.766, 10s auc is 0.764, 18s auc is 0.777
Epoch 33 val loss is 2.229, scene 1, click auc is 0.640, like auc is 0.735, follow auc is 0.755, 5s auc is 0.653, 10s auc is 0.661, 18s auc is 0.683
Epoch 33 val loss is 2.229, scene 2, click auc is 0.710, like auc is 0.772, follow auc is 0.822, 5s auc is 0.699, 10s auc is 0.713, 18s auc is 0.738
Epoch 33 val loss is 2.229, scene 3, click auc is 0.728, like auc is 0.780, follow auc is 0.725, 5s auc is 0.731, 10s auc is 0.746, 18s auc is 0.761
Epoch 33 val loss is 2.229, scene 4, click auc is 0.705, like auc is 0.735, follow auc is 0.806, 5s auc is 0.699, 10s auc is 0.707, 18s auc is 0.707
Epoch 34 train loss is 2.225, total scene, click auc is 0.781, like auc is 0.800, follow auc is 0.838, 5s auc is 0.786, 10s auc is 0.786, 18s auc is 0.797
Epoch 34 val loss is 2.300, total scene, click auc is 0.761, like auc is 0.786, follow auc is 0.821, 5s auc is 0.766, 10s auc is 0.765, 18s auc is 0.778
Epoch 34 val loss is 2.225, scene 1, click auc is 0.641, like auc is 0.737, follow auc is 0.789, 5s auc is 0.655, 10s auc is 0.662, 18s auc is 0.684
Epoch 34 val loss is 2.225, scene 2, click auc is 0.711, like auc is 0.774, follow auc is 0.818, 5s auc is 0.700, 10s auc is 0.714, 18s auc is 0.739
Epoch 34 val loss is 2.225, scene 3, click auc is 0.728, like auc is 0.778, follow auc is 0.721, 5s auc is 0.731, 10s auc is 0.746, 18s auc is 0.761
Epoch 34 val loss is 2.225, scene 4, click auc is 0.706, like auc is 0.733, follow auc is 0.806, 5s auc is 0.699, 10s auc is 0.708, 18s auc is 0.708
Epoch 35 train loss is 2.220, total scene, click auc is 0.783, like auc is 0.802, follow auc is 0.843, 5s auc is 0.787, 10s auc is 0.787, 18s auc is 0.798
Epoch 35 val loss is 2.297, total scene, click auc is 0.762, like auc is 0.786, follow auc is 0.824, 5s auc is 0.767, 10s auc is 0.765, 18s auc is 0.779
Epoch 35 val loss is 2.220, scene 1, click auc is 0.643, like auc is 0.738, follow auc is 0.790, 5s auc is 0.657, 10s auc is 0.664, 18s auc is 0.685
Epoch 35 val loss is 2.220, scene 2, click auc is 0.712, like auc is 0.774, follow auc is 0.822, 5s auc is 0.701, 10s auc is 0.715, 18s auc is 0.740
Epoch 35 val loss is 2.220, scene 3, click auc is 0.728, like auc is 0.781, follow auc is 0.721, 5s auc is 0.731, 10s auc is 0.745, 18s auc is 0.761
Epoch 35 val loss is 2.220, scene 4, click auc is 0.707, like auc is 0.732, follow auc is 0.804, 5s auc is 0.700, 10s auc is 0.709, 18s auc is 0.709
Epoch 36 train loss is 2.217, total scene, click auc is 0.784, like auc is 0.804, follow auc is 0.845, 5s auc is 0.788, 10s auc is 0.788, 18s auc is 0.799
Epoch 36 val loss is 2.295, total scene, click auc is 0.762, like auc is 0.788, follow auc is 0.823, 5s auc is 0.768, 10s auc is 0.766, 18s auc is 0.779
Epoch 36 val loss is 2.217, scene 1, click auc is 0.645, like auc is 0.742, follow auc is 0.841, 5s auc is 0.660, 10s auc is 0.667, 18s auc is 0.689
Epoch 36 val loss is 2.217, scene 2, click auc is 0.713, like auc is 0.775, follow auc is 0.818, 5s auc is 0.702, 10s auc is 0.716, 18s auc is 0.741
Epoch 36 val loss is 2.217, scene 3, click auc is 0.728, like auc is 0.778, follow auc is 0.735, 5s auc is 0.732, 10s auc is 0.746, 18s auc is 0.762
Epoch 36 val loss is 2.217, scene 4, click auc is 0.708, like auc is 0.738, follow auc is 0.798, 5s auc is 0.701, 10s auc is 0.711, 18s auc is 0.711
Epoch 37 train loss is 2.212, total scene, click auc is 0.784, like auc is 0.807, follow auc is 0.846, 5s auc is 0.789, 10s auc is 0.789, 18s auc is 0.800
Epoch 37 val loss is 2.292, total scene, click auc is 0.763, like auc is 0.792, follow auc is 0.820, 5s auc is 0.768, 10s auc is 0.767, 18s auc is 0.780
Epoch 37 val loss is 2.212, scene 1, click auc is 0.647, like auc is 0.744, follow auc is 0.829, 5s auc is 0.661, 10s auc is 0.667, 18s auc is 0.688
Epoch 37 val loss is 2.212, scene 2, click auc is 0.713, like auc is 0.781, follow auc is 0.817, 5s auc is 0.702, 10s auc is 0.717, 18s auc is 0.741
Epoch 37 val loss is 2.212, scene 3, click auc is 0.728, like auc is 0.781, follow auc is 0.712, 5s auc is 0.732, 10s auc is 0.746, 18s auc is 0.762
Epoch 37 val loss is 2.212, scene 4, click auc is 0.709, like auc is 0.744, follow auc is 0.791, 5s auc is 0.703, 10s auc is 0.712, 18s auc is 0.712
Epoch 38 train loss is 2.209, total scene, click auc is 0.785, like auc is 0.808, follow auc is 0.847, 5s auc is 0.790, 10s auc is 0.789, 18s auc is 0.801
Epoch 38 val loss is 2.289, total scene, click auc is 0.764, like auc is 0.793, follow auc is 0.812, 5s auc is 0.769, 10s auc is 0.767, 18s auc is 0.780
Epoch 38 val loss is 2.209, scene 1, click auc is 0.647, like auc is 0.741, follow auc is 0.913, 5s auc is 0.660, 10s auc is 0.668, 18s auc is 0.688
Epoch 38 val loss is 2.209, scene 2, click auc is 0.714, like auc is 0.781, follow auc is 0.805, 5s auc is 0.703, 10s auc is 0.718, 18s auc is 0.742
Epoch 38 val loss is 2.209, scene 3, click auc is 0.730, like auc is 0.781, follow auc is 0.720, 5s auc is 0.733, 10s auc is 0.747, 18s auc is 0.763
Epoch 38 val loss is 2.209, scene 4, click auc is 0.710, like auc is 0.749, follow auc is 0.783, 5s auc is 0.704, 10s auc is 0.712, 18s auc is 0.712
Epoch 39 train loss is 2.205, total scene, click auc is 0.786, like auc is 0.810, follow auc is 0.847, 5s auc is 0.791, 10s auc is 0.790, 18s auc is 0.802
Epoch 39 val loss is 2.289, total scene, click auc is 0.764, like auc is 0.793, follow auc is 0.824, 5s auc is 0.770, 10s auc is 0.768, 18s auc is 0.781
Epoch 39 val loss is 2.205, scene 1, click auc is 0.649, like auc is 0.742, follow auc is 0.847, 5s auc is 0.663, 10s auc is 0.670, 18s auc is 0.691
Epoch 39 val loss is 2.205, scene 2, click auc is 0.715, like auc is 0.782, follow auc is 0.821, 5s auc is 0.704, 10s auc is 0.718, 18s auc is 0.743
Epoch 39 val loss is 2.205, scene 3, click auc is 0.730, like auc is 0.783, follow auc is 0.719, 5s auc is 0.733, 10s auc is 0.747, 18s auc is 0.763
Epoch 39 val loss is 2.205, scene 4, click auc is 0.711, like auc is 0.747, follow auc is 0.780, 5s auc is 0.704, 10s auc is 0.713, 18s auc is 0.713
Epoch 40 train loss is 2.202, total scene, click auc is 0.787, like auc is 0.812, follow auc is 0.850, 5s auc is 0.791, 10s auc is 0.791, 18s auc is 0.803
Epoch 40 val loss is 2.287, total scene, click auc is 0.765, like auc is 0.795, follow auc is 0.820, 5s auc is 0.770, 10s auc is 0.768, 18s auc is 0.782
Epoch 40 val loss is 2.202, scene 1, click auc is 0.650, like auc is 0.745, follow auc is 0.748, 5s auc is 0.663, 10s auc is 0.670, 18s auc is 0.692
Epoch 40 val loss is 2.202, scene 2, click auc is 0.716, like auc is 0.785, follow auc is 0.814, 5s auc is 0.705, 10s auc is 0.719, 18s auc is 0.743
Epoch 40 val loss is 2.202, scene 3, click auc is 0.731, like auc is 0.783, follow auc is 0.727, 5s auc is 0.735, 10s auc is 0.749, 18s auc is 0.765
Epoch 40 val loss is 2.202, scene 4, click auc is 0.711, like auc is 0.745, follow auc is 0.795, 5s auc is 0.705, 10s auc is 0.714, 18s auc is 0.714
Epoch 41 train loss is 2.199, total scene, click auc is 0.788, like auc is 0.813, follow auc is 0.850, 5s auc is 0.792, 10s auc is 0.792, 18s auc is 0.803
Epoch 41 val loss is 2.288, total scene, click auc is 0.765, like auc is 0.798, follow auc is 0.818, 5s auc is 0.770, 10s auc is 0.769, 18s auc is 0.782
Epoch 41 val loss is 2.199, scene 1, click auc is 0.651, like auc is 0.747, follow auc is 0.813, 5s auc is 0.664, 10s auc is 0.672, 18s auc is 0.693
Epoch 41 val loss is 2.199, scene 2, click auc is 0.716, like auc is 0.787, follow auc is 0.814, 5s auc is 0.705, 10s auc is 0.719, 18s auc is 0.744
Epoch 41 val loss is 2.199, scene 3, click auc is 0.731, like auc is 0.793, follow auc is 0.718, 5s auc is 0.733, 10s auc is 0.748, 18s auc is 0.763
Epoch 41 val loss is 2.199, scene 4, click auc is 0.712, like auc is 0.750, follow auc is 0.782, 5s auc is 0.706, 10s auc is 0.715, 18s auc is 0.715
Epoch 42 train loss is 2.196, total scene, click auc is 0.789, like auc is 0.815, follow auc is 0.851, 5s auc is 0.793, 10s auc is 0.792, 18s auc is 0.804
Epoch 42 val loss is 2.288, total scene, click auc is 0.765, like auc is 0.798, follow auc is 0.820, 5s auc is 0.771, 10s auc is 0.769, 18s auc is 0.782
Epoch 42 val loss is 2.196, scene 1, click auc is 0.650, like auc is 0.747, follow auc is 0.895, 5s auc is 0.664, 10s auc is 0.670, 18s auc is 0.694
Epoch 42 val loss is 2.196, scene 2, click auc is 0.717, like auc is 0.787, follow auc is 0.815, 5s auc is 0.706, 10s auc is 0.720, 18s auc is 0.745
Epoch 42 val loss is 2.196, scene 3, click auc is 0.732, like auc is 0.790, follow auc is 0.727, 5s auc is 0.736, 10s auc is 0.749, 18s auc is 0.765
Epoch 42 val loss is 2.196, scene 4, click auc is 0.713, like auc is 0.752, follow auc is 0.802, 5s auc is 0.707, 10s auc is 0.715, 18s auc is 0.715
Epoch 43 train loss is 2.193, total scene, click auc is 0.789, like auc is 0.817, follow auc is 0.853, 5s auc is 0.793, 10s auc is 0.793, 18s auc is 0.805
Epoch 43 val loss is 2.284, total scene, click auc is 0.766, like auc is 0.800, follow auc is 0.817, 5s auc is 0.771, 10s auc is 0.769, 18s auc is 0.783
Epoch 43 val loss is 2.193, scene 1, click auc is 0.651, like auc is 0.749, follow auc is 0.831, 5s auc is 0.666, 10s auc is 0.672, 18s auc is 0.694
Epoch 43 val loss is 2.193, scene 2, click auc is 0.718, like auc is 0.789, follow auc is 0.811, 5s auc is 0.707, 10s auc is 0.720, 18s auc is 0.745
Epoch 43 val loss is 2.193, scene 3, click auc is 0.731, like auc is 0.794, follow auc is 0.723, 5s auc is 0.735, 10s auc is 0.749, 18s auc is 0.765
Epoch 43 val loss is 2.193, scene 4, click auc is 0.713, like auc is 0.754, follow auc is 0.795, 5s auc is 0.707, 10s auc is 0.716, 18s auc is 0.716
Epoch 44 train loss is 2.190, total scene, click auc is 0.790, like auc is 0.818, follow auc is 0.854, 5s auc is 0.794, 10s auc is 0.794, 18s auc is 0.806
Epoch 44 val loss is 2.284, total scene, click auc is 0.766, like auc is 0.801, follow auc is 0.822, 5s auc is 0.772, 10s auc is 0.769, 18s auc is 0.783
Epoch 44 val loss is 2.190, scene 1, click auc is 0.652, like auc is 0.748, follow auc is 0.818, 5s auc is 0.666, 10s auc is 0.673, 18s auc is 0.696
Epoch 44 val loss is 2.190, scene 2, click auc is 0.718, like auc is 0.791, follow auc is 0.819, 5s auc is 0.707, 10s auc is 0.721, 18s auc is 0.745
Epoch 44 val loss is 2.190, scene 3, click auc is 0.732, like auc is 0.791, follow auc is 0.720, 5s auc is 0.735, 10s auc is 0.749, 18s auc is 0.764
Epoch 44 val loss is 2.190, scene 4, click auc is 0.714, like auc is 0.759, follow auc is 0.787, 5s auc is 0.707, 10s auc is 0.715, 18s auc is 0.715
Epoch 45 train loss is 2.188, total scene, click auc is 0.790, like auc is 0.820, follow auc is 0.855, 5s auc is 0.795, 10s auc is 0.794, 18s auc is 0.806
Epoch 45 val loss is 2.282, total scene, click auc is 0.766, like auc is 0.803, follow auc is 0.813, 5s auc is 0.772, 10s auc is 0.770, 18s auc is 0.783
Epoch 45 val loss is 2.188, scene 1, click auc is 0.651, like auc is 0.750, follow auc is 0.566, 5s auc is 0.666, 10s auc is 0.673, 18s auc is 0.696
Epoch 45 val loss is 2.188, scene 2, click auc is 0.718, like auc is 0.793, follow auc is 0.807, 5s auc is 0.707, 10s auc is 0.721, 18s auc is 0.745
Epoch 45 val loss is 2.188, scene 3, click auc is 0.732, like auc is 0.799, follow auc is 0.730, 5s auc is 0.735, 10s auc is 0.750, 18s auc is 0.766
Epoch 45 val loss is 2.188, scene 4, click auc is 0.714, like auc is 0.757, follow auc is 0.812, 5s auc is 0.708, 10s auc is 0.717, 18s auc is 0.717
Epoch 46 train loss is 2.185, total scene, click auc is 0.791, like auc is 0.822, follow auc is 0.858, 5s auc is 0.795, 10s auc is 0.795, 18s auc is 0.807
Epoch 46 val loss is 2.281, total scene, click auc is 0.767, like auc is 0.801, follow auc is 0.822, 5s auc is 0.772, 10s auc is 0.770, 18s auc is 0.784
Epoch 46 val loss is 2.185, scene 1, click auc is 0.654, like auc is 0.746, follow auc is 0.759, 5s auc is 0.668, 10s auc is 0.673, 18s auc is 0.695
Epoch 46 val loss is 2.185, scene 2, click auc is 0.719, like auc is 0.790, follow auc is 0.816, 5s auc is 0.708, 10s auc is 0.721, 18s auc is 0.746
Epoch 46 val loss is 2.185, scene 3, click auc is 0.731, like auc is 0.790, follow auc is 0.742, 5s auc is 0.736, 10s auc is 0.749, 18s auc is 0.765
Epoch 46 val loss is 2.185, scene 4, click auc is 0.715, like auc is 0.761, follow auc is 0.816, 5s auc is 0.709, 10s auc is 0.718, 18s auc is 0.718
Epoch 47 train loss is 2.183, total scene, click auc is 0.792, like auc is 0.823, follow auc is 0.858, 5s auc is 0.796, 10s auc is 0.795, 18s auc is 0.807
