nohup: 忽略输入
2025-01-12 12:26:25.049692: I tensorflow/core/util/port.cc:110] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2025-01-12 12:26:25.099338: I tensorflow/core/platform/cpu_feature_guard.cc:182] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F AVX512_VNNI FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
2025-01-12 12:26:25.860171: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Could not find TensorRT
Namespace(add_num_times=2, alpha=0.4, anneal_cap=0.2, bert_mask_prob=0.3, best_metric='NDCG@10', block_num=2, cand_num=100, ch=True, context_window=2, dataset_path='data/KuaiRand/kuai.csv', decay_step=5, device='cpu', dilations=[1, 4], dropout=0.3, early_stop=True, embedding_size=32, epochs=100, eval=True, factor_num=128, gamma=0.5, hidden_size=128, hidden_size_list=[128, 128], init_method='default', is_mp=False, is_parallel=False, is_pretrain=1, item_min=10, k=20, kd=False, kernel_size=3, l2_emb=0.0, latent_dim=128, lifelong_eval=True, ll_max_itemnum=0, local_rank=None, loss_type='BPR', lr=0.0001, max_len=20, mess_dropout=0.1, metric_ks=[5, 20], model_name='mmoe', mtl_task_num=6, negsample_savefolder='./data/neg_data/', negsample_size=99, node_dropout=0.1, num_embedding=1, num_gpu=1, num_groups=4, num_heads=4, num_items=1, num_labels=1, num_ng=4, num_users=1, optimizer='default', pad_token=0, pretrain_path='', prun_rate=0, re_epochs=20, reg_1=0.0, reg_2=0.0, rho=0.5, sample='random', sample_method='high-pop', sample_ratio=0.3, save_path='./checkpoint/', seed=100, source_path='', target_path='', task=-1, task1_out=0, task2_out=0, task3_out=0, task4_out=0, task_name='mtl', task_num=4, temp=7, test_batch_size=4096, test_method='ufo', test_size=0.1, total_anneal_steps=1000, train_batch_size=4096, user_profile='gender', val_batch_size=4096, val_method='ufo', val_size=0.1111, valid_rate=100, weight_decay=0.0)
digit_columns: ['show_user_num', 'play_user_num', 'complete_play_user_num', 'valid_play_user_num'] to index
  0%|          | 0/4 [00:00<?, ?it/s] 25%|██▌       | 1/4 [00:00<00:00,  6.15it/s] 50%|█████     | 2/4 [00:00<00:00,  6.27it/s] 75%|███████▌  | 3/4 [00:00<00:00,  6.43it/s]100%|██████████| 4/4 [00:00<00:00,  6.55it/s]100%|██████████| 4/4 [00:00<00:00,  6.46it/s]
categorical_columns: ['user_id', 'video_id', 'follow_user_num_range', 'tab', 'fans_user_num_range', 'friend_user_num_range', 'author_id', 'video_type', 'music_type', 'show_user_num', 'play_user_num', 'complete_play_user_num', 'valid_play_user_num'] to index
  0%|          | 0/13 [00:00<?, ?it/s] 15%|█▌        | 2/13 [00:00<00:01, 10.26it/s] 31%|███       | 4/13 [00:00<00:01,  8.52it/s] 38%|███▊      | 5/13 [00:00<00:01,  7.17it/s] 46%|████▌     | 6/13 [00:00<00:01,  6.60it/s] 54%|█████▍    | 7/13 [00:00<00:00,  6.68it/s] 62%|██████▏   | 8/13 [00:01<00:00,  6.21it/s] 77%|███████▋  | 10/13 [00:01<00:00,  8.54it/s] 92%|█████████▏| 12/13 [00:01<00:00, 10.35it/s]100%|██████████| 13/13 [00:01<00:00,  8.72it/s]
0it [00:00, ?it/s]19it [00:00, 199.36it/s]
Epoch 1 train loss is 4.179, total scene, click auc is 0.586, like auc is 0.502, follow auc is 0.504, 5s auc is 0.592, 10s auc is 0.575, 18s auc is 0.565
Epoch 22 val loss is 2.455, scene 1, click auc is 0.532, like auc is 0.538, follow auc is 0.290, 5s auc is 0.543, 10s auc is 0.558, 18s auc is 0.599
Epoch 22 val loss is 2.455, scene 2, click auc is 0.625, like auc is 0.645, follow auc is 0.720, 5s auc is 0.613, 10s auc is 0.635, 18s auc is 0.658
Epoch 22 val loss is 2.455, scene 3, click auc is 0.636, like auc is 0.622, follow auc is 0.663, 5s auc is 0.634, 10s auc is 0.642, 18s auc is 0.666
Epoch 22 val loss is 2.455, scene 4, click auc is 0.604, like auc is 0.630, follow auc is 0.680, 5s auc is 0.601, 10s auc is 0.609, 18s auc is 0.609
Epoch 23 train loss is 2.451, total scene, click auc is 0.705, like auc is 0.689, follow auc is 0.749, 5s auc is 0.711, 10s auc is 0.711, 18s auc is 0.723
Epoch 23 val loss is 2.464, total scene, click auc is 0.697, like auc is 0.674, follow auc is 0.736, 5s auc is 0.704, 10s auc is 0.703, 18s auc is 0.714
Epoch 23 val loss is 2.451, scene 1, click auc is 0.536, like auc is 0.540, follow auc is 0.309, 5s auc is 0.547, 10s auc is 0.560, 18s auc is 0.602
Epoch 23 val loss is 2.451, scene 2, click auc is 0.627, like auc is 0.646, follow auc is 0.720, 5s auc is 0.616, 10s auc is 0.637, 18s auc is 0.660
Epoch 23 val loss is 2.451, scene 3, click auc is 0.637, like auc is 0.624, follow auc is 0.668, 5s auc is 0.636, 10s auc is 0.643, 18s auc is 0.667
Epoch 23 val loss is 2.451, scene 4, click auc is 0.607, like auc is 0.636, follow auc is 0.697, 5s auc is 0.604, 10s auc is 0.611, 18s auc is 0.611
Epoch 24 train loss is 2.446, total scene, click auc is 0.707, like auc is 0.691, follow auc is 0.753, 5s auc is 0.713, 10s auc is 0.713, 18s auc is 0.725
Epoch 24 val loss is 2.461, total scene, click auc is 0.699, like auc is 0.675, follow auc is 0.738, 5s auc is 0.706, 10s auc is 0.705, 18s auc is 0.716
Epoch 24 val loss is 2.446, scene 1, click auc is 0.537, like auc is 0.539, follow auc is 0.367, 5s auc is 0.549, 10s auc is 0.564, 18s auc is 0.604
Epoch 24 val loss is 2.446, scene 2, click auc is 0.630, like auc is 0.648, follow auc is 0.723, 5s auc is 0.618, 10s auc is 0.640, 18s auc is 0.663
Epoch 24 val loss is 2.446, scene 3, click auc is 0.640, like auc is 0.624, follow auc is 0.673, 5s auc is 0.639, 10s auc is 0.647, 18s auc is 0.670
Epoch 24 val loss is 2.446, scene 4, click auc is 0.608, like auc is 0.634, follow auc is 0.684, 5s auc is 0.605, 10s auc is 0.613, 18s auc is 0.613
Epoch 25 train loss is 2.441, total scene, click auc is 0.709, like auc is 0.694, follow auc is 0.751, 5s auc is 0.715, 10s auc is 0.716, 18s auc is 0.728
Epoch 25 val loss is 2.457, total scene, click auc is 0.701, like auc is 0.676, follow auc is 0.736, 5s auc is 0.708, 10s auc is 0.707, 18s auc is 0.718
Epoch 25 val loss is 2.441, scene 1, click auc is 0.540, like auc is 0.548, follow auc is 0.336, 5s auc is 0.554, 10s auc is 0.567, 18s auc is 0.607
Epoch 25 val loss is 2.441, scene 2, click auc is 0.632, like auc is 0.649, follow auc is 0.721, 5s auc is 0.621, 10s auc is 0.642, 18s auc is 0.665
Epoch 25 val loss is 2.441, scene 3, click auc is 0.644, like auc is 0.624, follow auc is 0.670, 5s auc is 0.643, 10s auc is 0.650, 18s auc is 0.673
Epoch 25 val loss is 2.441, scene 4, click auc is 0.612, like auc is 0.641, follow auc is 0.700, 5s auc is 0.609, 10s auc is 0.617, 18s auc is 0.617
Epoch 26 train loss is 2.436, total scene, click auc is 0.711, like auc is 0.695, follow auc is 0.754, 5s auc is 0.717, 10s auc is 0.718, 18s auc is 0.730
Epoch 26 val loss is 2.453, total scene, click auc is 0.703, like auc is 0.679, follow auc is 0.735, 5s auc is 0.709, 10s auc is 0.709, 18s auc is 0.720
Epoch 26 val loss is 2.436, scene 1, click auc is 0.543, like auc is 0.548, follow auc is 0.404, 5s auc is 0.556, 10s auc is 0.571, 18s auc is 0.608
Epoch 26 val loss is 2.436, scene 2, click auc is 0.634, like auc is 0.651, follow auc is 0.718, 5s auc is 0.623, 10s auc is 0.644, 18s auc is 0.667
Epoch 26 val loss is 2.436, scene 3, click auc is 0.644, like auc is 0.632, follow auc is 0.673, 5s auc is 0.645, 10s auc is 0.651, 18s auc is 0.676
Epoch 26 val loss is 2.436, scene 4, click auc is 0.614, like auc is 0.641, follow auc is 0.699, 5s auc is 0.612, 10s auc is 0.620, 18s auc is 0.620
Epoch 27 train loss is 2.431, total scene, click auc is 0.713, like auc is 0.697, follow auc is 0.755, 5s auc is 0.719, 10s auc is 0.720, 18s auc is 0.732
Epoch 27 val loss is 2.450, total scene, click auc is 0.705, like auc is 0.682, follow auc is 0.739, 5s auc is 0.711, 10s auc is 0.711, 18s auc is 0.722
Epoch 27 val loss is 2.431, scene 1, click auc is 0.546, like auc is 0.541, follow auc is 0.327, 5s auc is 0.559, 10s auc is 0.575, 18s auc is 0.613
Epoch 27 val loss is 2.431, scene 2, click auc is 0.637, like auc is 0.655, follow auc is 0.720, 5s auc is 0.625, 10s auc is 0.647, 18s auc is 0.670
Epoch 27 val loss is 2.431, scene 3, click auc is 0.647, like auc is 0.630, follow auc is 0.667, 5s auc is 0.646, 10s auc is 0.654, 18s auc is 0.677
Epoch 27 val loss is 2.431, scene 4, click auc is 0.616, like auc is 0.644, follow auc is 0.735, 5s auc is 0.612, 10s auc is 0.623, 18s auc is 0.623
Epoch 28 train loss is 2.426, total scene, click auc is 0.716, like auc is 0.699, follow auc is 0.755, 5s auc is 0.722, 10s auc is 0.722, 18s auc is 0.734
Epoch 28 val loss is 2.446, total scene, click auc is 0.706, like auc is 0.681, follow auc is 0.737, 5s auc is 0.713, 10s auc is 0.712, 18s auc is 0.723
Epoch 28 val loss is 2.426, scene 1, click auc is 0.549, like auc is 0.545, follow auc is 0.352, 5s auc is 0.562, 10s auc is 0.576, 18s auc is 0.615
Epoch 28 val loss is 2.426, scene 2, click auc is 0.639, like auc is 0.654, follow auc is 0.718, 5s auc is 0.629, 10s auc is 0.649, 18s auc is 0.672
Epoch 28 val loss is 2.426, scene 3, click auc is 0.650, like auc is 0.641, follow auc is 0.674, 5s auc is 0.649, 10s auc is 0.657, 18s auc is 0.680
Epoch 28 val loss is 2.426, scene 4, click auc is 0.619, like auc is 0.640, follow auc is 0.716, 5s auc is 0.616, 10s auc is 0.625, 18s auc is 0.625
Epoch 29 train loss is 2.421, total scene, click auc is 0.718, like auc is 0.702, follow auc is 0.756, 5s auc is 0.724, 10s auc is 0.724, 18s auc is 0.736
Epoch 29 val loss is 2.442, total scene, click auc is 0.708, like auc is 0.684, follow auc is 0.737, 5s auc is 0.715, 10s auc is 0.714, 18s auc is 0.725
Epoch 29 val loss is 2.421, scene 1, click auc is 0.552, like auc is 0.551, follow auc is 0.495, 5s auc is 0.565, 10s auc is 0.580, 18s auc is 0.617
Epoch 29 val loss is 2.421, scene 2, click auc is 0.642, like auc is 0.658, follow auc is 0.720, 5s auc is 0.631, 10s auc is 0.651, 18s auc is 0.674
Epoch 29 val loss is 2.421, scene 3, click auc is 0.652, like auc is 0.641, follow auc is 0.685, 5s auc is 0.651, 10s auc is 0.661, 18s auc is 0.682
Epoch 29 val loss is 2.421, scene 4, click auc is 0.623, like auc is 0.645, follow auc is 0.693, 5s auc is 0.619, 10s auc is 0.628, 18s auc is 0.628
Epoch 30 train loss is 2.416, total scene, click auc is 0.720, like auc is 0.704, follow auc is 0.758, 5s auc is 0.726, 10s auc is 0.726, 18s auc is 0.738
Epoch 30 val loss is 2.439, total scene, click auc is 0.710, like auc is 0.684, follow auc is 0.738, 5s auc is 0.717, 10s auc is 0.716, 18s auc is 0.727
Epoch 30 val loss is 2.416, scene 1, click auc is 0.554, like auc is 0.555, follow auc is 0.446, 5s auc is 0.567, 10s auc is 0.582, 18s auc is 0.620
Epoch 30 val loss is 2.416, scene 2, click auc is 0.644, like auc is 0.658, follow auc is 0.722, 5s auc is 0.633, 10s auc is 0.653, 18s auc is 0.676
Epoch 30 val loss is 2.416, scene 3, click auc is 0.655, like auc is 0.642, follow auc is 0.681, 5s auc is 0.653, 10s auc is 0.662, 18s auc is 0.684
Epoch 30 val loss is 2.416, scene 4, click auc is 0.625, like auc is 0.644, follow auc is 0.696, 5s auc is 0.621, 10s auc is 0.631, 18s auc is 0.631
Epoch 31 train loss is 2.411, total scene, click auc is 0.722, like auc is 0.705, follow auc is 0.762, 5s auc is 0.728, 10s auc is 0.728, 18s auc is 0.740
Epoch 31 val loss is 2.435, total scene, click auc is 0.712, like auc is 0.687, follow auc is 0.743, 5s auc is 0.718, 10s auc is 0.718, 18s auc is 0.728
Epoch 31 val loss is 2.411, scene 1, click auc is 0.557, like auc is 0.554, follow auc is 0.410, 5s auc is 0.569, 10s auc is 0.585, 18s auc is 0.622
Epoch 31 val loss is 2.411, scene 2, click auc is 0.647, like auc is 0.661, follow auc is 0.725, 5s auc is 0.635, 10s auc is 0.656, 18s auc is 0.678
Epoch 31 val loss is 2.411, scene 3, click auc is 0.656, like auc is 0.645, follow auc is 0.676, 5s auc is 0.656, 10s auc is 0.665, 18s auc is 0.686
Epoch 31 val loss is 2.411, scene 4, click auc is 0.627, like auc is 0.648, follow auc is 0.712, 5s auc is 0.624, 10s auc is 0.633, 18s auc is 0.633
Epoch 32 train loss is 2.405, total scene, click auc is 0.724, like auc is 0.707, follow auc is 0.764, 5s auc is 0.730, 10s auc is 0.730, 18s auc is 0.742
Epoch 32 val loss is 2.431, total scene, click auc is 0.714, like auc is 0.687, follow auc is 0.743, 5s auc is 0.720, 10s auc is 0.719, 18s auc is 0.730
Epoch 32 val loss is 2.405, scene 1, click auc is 0.560, like auc is 0.559, follow auc is 0.419, 5s auc is 0.573, 10s auc is 0.591, 18s auc is 0.625
Epoch 32 val loss is 2.405, scene 2, click auc is 0.649, like auc is 0.662, follow auc is 0.723, 5s auc is 0.638, 10s auc is 0.658, 18s auc is 0.680
Epoch 32 val loss is 2.405, scene 3, click auc is 0.658, like auc is 0.649, follow auc is 0.684, 5s auc is 0.658, 10s auc is 0.666, 18s auc is 0.687
Epoch 32 val loss is 2.405, scene 4, click auc is 0.630, like auc is 0.650, follow auc is 0.730, 5s auc is 0.626, 10s auc is 0.636, 18s auc is 0.636
Epoch 33 train loss is 2.401, total scene, click auc is 0.726, like auc is 0.709, follow auc is 0.765, 5s auc is 0.732, 10s auc is 0.732, 18s auc is 0.744
Epoch 33 val loss is 2.427, total scene, click auc is 0.715, like auc is 0.690, follow auc is 0.745, 5s auc is 0.722, 10s auc is 0.721, 18s auc is 0.732
Epoch 33 val loss is 2.401, scene 1, click auc is 0.563, like auc is 0.563, follow auc is 0.427, 5s auc is 0.576, 10s auc is 0.591, 18s auc is 0.627
Epoch 33 val loss is 2.401, scene 2, click auc is 0.651, like auc is 0.664, follow auc is 0.726, 5s auc is 0.640, 10s auc is 0.660, 18s auc is 0.682
Epoch 33 val loss is 2.401, scene 3, click auc is 0.661, like auc is 0.653, follow auc is 0.680, 5s auc is 0.659, 10s auc is 0.670, 18s auc is 0.691
Epoch 33 val loss is 2.401, scene 4, click auc is 0.632, like auc is 0.651, follow auc is 0.727, 5s auc is 0.629, 10s auc is 0.638, 18s auc is 0.638
Epoch 34 train loss is 2.396, total scene, click auc is 0.728, like auc is 0.711, follow auc is 0.763, 5s auc is 0.734, 10s auc is 0.734, 18s auc is 0.746
Epoch 34 val loss is 2.424, total scene, click auc is 0.717, like auc is 0.691, follow auc is 0.745, 5s auc is 0.724, 10s auc is 0.722, 18s auc is 0.733
Epoch 34 val loss is 2.396, scene 1, click auc is 0.566, like auc is 0.566, follow auc is 0.460, 5s auc is 0.579, 10s auc is 0.596, 18s auc is 0.629
Epoch 34 val loss is 2.396, scene 2, click auc is 0.654, like auc is 0.665, follow auc is 0.724, 5s auc is 0.643, 10s auc is 0.662, 18s auc is 0.684
Epoch 34 val loss is 2.396, scene 3, click auc is 0.663, like auc is 0.652, follow auc is 0.683, 5s auc is 0.663, 10s auc is 0.672, 18s auc is 0.692
Epoch 34 val loss is 2.396, scene 4, click auc is 0.635, like auc is 0.653, follow auc is 0.747, 5s auc is 0.631, 10s auc is 0.641, 18s auc is 0.641
Epoch 35 train loss is 2.391, total scene, click auc is 0.730, like auc is 0.713, follow auc is 0.766, 5s auc is 0.736, 10s auc is 0.736, 18s auc is 0.748
Epoch 35 val loss is 2.420, total scene, click auc is 0.718, like auc is 0.692, follow auc is 0.742, 5s auc is 0.725, 10s auc is 0.724, 18s auc is 0.735
Epoch 35 val loss is 2.391, scene 1, click auc is 0.567, like auc is 0.572, follow auc is 0.421, 5s auc is 0.581, 10s auc is 0.598, 18s auc is 0.631
Epoch 35 val loss is 2.391, scene 2, click auc is 0.655, like auc is 0.667, follow auc is 0.719, 5s auc is 0.645, 10s auc is 0.664, 18s auc is 0.686
Epoch 35 val loss is 2.391, scene 3, click auc is 0.666, like auc is 0.654, follow auc is 0.685, 5s auc is 0.664, 10s auc is 0.675, 18s auc is 0.695
Epoch 35 val loss is 2.391, scene 4, click auc is 0.636, like auc is 0.656, follow auc is 0.762, 5s auc is 0.633, 10s auc is 0.643, 18s auc is 0.643
Epoch 36 train loss is 2.386, total scene, click auc is 0.732, like auc is 0.714, follow auc is 0.766, 5s auc is 0.738, 10s auc is 0.738, 18s auc is 0.750
Epoch 36 val loss is 2.417, total scene, click auc is 0.720, like auc is 0.694, follow auc is 0.742, 5s auc is 0.727, 10s auc is 0.726, 18s auc is 0.736
Epoch 36 val loss is 2.386, scene 1, click auc is 0.570, like auc is 0.570, follow auc is 0.487, 5s auc is 0.585, 10s auc is 0.602, 18s auc is 0.635
Epoch 36 val loss is 2.386, scene 2, click auc is 0.658, like auc is 0.669, follow auc is 0.720, 5s auc is 0.647, 10s auc is 0.666, 18s auc is 0.688
Epoch 36 val loss is 2.386, scene 3, click auc is 0.666, like auc is 0.659, follow auc is 0.692, 5s auc is 0.667, 10s auc is 0.676, 18s auc is 0.695
Epoch 36 val loss is 2.386, scene 4, click auc is 0.639, like auc is 0.657, follow auc is 0.737, 5s auc is 0.635, 10s auc is 0.646, 18s auc is 0.646
Epoch 37 train loss is 2.380, total scene, click auc is 0.734, like auc is 0.717, follow auc is 0.770, 5s auc is 0.740, 10s auc is 0.740, 18s auc is 0.752
Epoch 37 val loss is 2.412, total scene, click auc is 0.722, like auc is 0.696, follow auc is 0.741, 5s auc is 0.729, 10s auc is 0.727, 18s auc is 0.738
Epoch 37 val loss is 2.380, scene 1, click auc is 0.574, like auc is 0.571, follow auc is 0.426, 5s auc is 0.588, 10s auc is 0.604, 18s auc is 0.637
Epoch 37 val loss is 2.380, scene 2, click auc is 0.660, like auc is 0.671, follow auc is 0.716, 5s auc is 0.649, 10s auc is 0.668, 18s auc is 0.690
Epoch 37 val loss is 2.380, scene 3, click auc is 0.668, like auc is 0.661, follow auc is 0.689, 5s auc is 0.668, 10s auc is 0.679, 18s auc is 0.698
Epoch 37 val loss is 2.380, scene 4, click auc is 0.642, like auc is 0.658, follow auc is 0.772, 5s auc is 0.638, 10s auc is 0.648, 18s auc is 0.648
Epoch 38 train loss is 2.375, total scene, click auc is 0.735, like auc is 0.719, follow auc is 0.767, 5s auc is 0.742, 10s auc is 0.742, 18s auc is 0.754
Epoch 38 val loss is 2.409, total scene, click auc is 0.723, like auc is 0.696, follow auc is 0.745, 5s auc is 0.730, 10s auc is 0.729, 18s auc is 0.739
Epoch 38 val loss is 2.375, scene 1, click auc is 0.575, like auc is 0.580, follow auc is 0.449, 5s auc is 0.590, 10s auc is 0.607, 18s auc is 0.638
Epoch 38 val loss is 2.375, scene 2, click auc is 0.662, like auc is 0.671, follow auc is 0.724, 5s auc is 0.651, 10s auc is 0.669, 18s auc is 0.692
Epoch 38 val loss is 2.375, scene 3, click auc is 0.671, like auc is 0.663, follow auc is 0.686, 5s auc is 0.670, 10s auc is 0.680, 18s auc is 0.700
Epoch 38 val loss is 2.375, scene 4, click auc is 0.644, like auc is 0.660, follow auc is 0.747, 5s auc is 0.639, 10s auc is 0.651, 18s auc is 0.651
Epoch 39 train loss is 2.371, total scene, click auc is 0.737, like auc is 0.720, follow auc is 0.770, 5s auc is 0.743, 10s auc is 0.743, 18s auc is 0.755
Epoch 39 val loss is 2.405, total scene, click auc is 0.725, like auc is 0.699, follow auc is 0.745, 5s auc is 0.731, 10s auc is 0.730, 18s auc is 0.740
Epoch 39 val loss is 2.371, scene 1, click auc is 0.579, like auc is 0.580, follow auc is 0.460, 5s auc is 0.592, 10s auc is 0.609, 18s auc is 0.640
Epoch 39 val loss is 2.371, scene 2, click auc is 0.664, like auc is 0.675, follow auc is 0.726, 5s auc is 0.653, 10s auc is 0.671, 18s auc is 0.693
Epoch 39 val loss is 2.371, scene 3, click auc is 0.672, like auc is 0.661, follow auc is 0.684, 5s auc is 0.673, 10s auc is 0.682, 18s auc is 0.700
Epoch 39 val loss is 2.371, scene 4, click auc is 0.646, like auc is 0.664, follow auc is 0.721, 5s auc is 0.642, 10s auc is 0.653, 18s auc is 0.653
Epoch 40 train loss is 2.366, total scene, click auc is 0.739, like auc is 0.722, follow auc is 0.772, 5s auc is 0.745, 10s auc is 0.745, 18s auc is 0.757
Epoch 40 val loss is 2.402, total scene, click auc is 0.726, like auc is 0.700, follow auc is 0.748, 5s auc is 0.733, 10s auc is 0.731, 18s auc is 0.742
Epoch 40 val loss is 2.366, scene 1, click auc is 0.580, like auc is 0.580, follow auc is 0.478, 5s auc is 0.595, 10s auc is 0.612, 18s auc is 0.643
Epoch 40 val loss is 2.366, scene 2, click auc is 0.666, like auc is 0.677, follow auc is 0.724, 5s auc is 0.655, 10s auc is 0.673, 18s auc is 0.695
Epoch 40 val loss is 2.366, scene 3, click auc is 0.674, like auc is 0.670, follow auc is 0.685, 5s auc is 0.674, 10s auc is 0.684, 18s auc is 0.703
Epoch 40 val loss is 2.366, scene 4, click auc is 0.648, like auc is 0.658, follow auc is 0.770, 5s auc is 0.644, 10s auc is 0.655, 18s auc is 0.655
Epoch 41 train loss is 2.361, total scene, click auc is 0.741, like auc is 0.724, follow auc is 0.774, 5s auc is 0.747, 10s auc is 0.747, 18s auc is 0.758
Epoch 41 val loss is 2.398, total scene, click auc is 0.728, like auc is 0.703, follow auc is 0.746, 5s auc is 0.734, 10s auc is 0.733, 18s auc is 0.743
Epoch 41 val loss is 2.361, scene 1, click auc is 0.583, like auc is 0.580, follow auc is 0.513, 5s auc is 0.598, 10s auc is 0.615, 18s auc is 0.645
Epoch 41 val loss is 2.361, scene 2, click auc is 0.668, like auc is 0.679, follow auc is 0.724, 5s auc is 0.657, 10s auc is 0.675, 18s auc is 0.697
Epoch 41 val loss is 2.361, scene 3, click auc is 0.675, like auc is 0.668, follow auc is 0.694, 5s auc is 0.675, 10s auc is 0.686, 18s auc is 0.704
Epoch 41 val loss is 2.361, scene 4, click auc is 0.650, like auc is 0.666, follow auc is 0.741, 5s auc is 0.646, 10s auc is 0.657, 18s auc is 0.657
Epoch 42 train loss is 2.356, total scene, click auc is 0.742, like auc is 0.726, follow auc is 0.773, 5s auc is 0.748, 10s auc is 0.748, 18s auc is 0.760
Epoch 42 val loss is 2.396, total scene, click auc is 0.729, like auc is 0.704, follow auc is 0.749, 5s auc is 0.736, 10s auc is 0.734, 18s auc is 0.744
Epoch 42 val loss is 2.356, scene 1, click auc is 0.586, like auc is 0.586, follow auc is 0.476, 5s auc is 0.601, 10s auc is 0.618, 18s auc is 0.647
Epoch 42 val loss is 2.356, scene 2, click auc is 0.669, like auc is 0.681, follow auc is 0.727, 5s auc is 0.659, 10s auc is 0.676, 18s auc is 0.698
Epoch 42 val loss is 2.356, scene 3, click auc is 0.677, like auc is 0.674, follow auc is 0.688, 5s auc is 0.677, 10s auc is 0.688, 18s auc is 0.706
Epoch 42 val loss is 2.356, scene 4, click auc is 0.652, like auc is 0.663, follow auc is 0.744, 5s auc is 0.648, 10s auc is 0.659, 18s auc is 0.659
Epoch 43 train loss is 2.352, total scene, click auc is 0.744, like auc is 0.727, follow auc is 0.772, 5s auc is 0.750, 10s auc is 0.750, 18s auc is 0.761
Epoch 43 val loss is 2.392, total scene, click auc is 0.730, like auc is 0.706, follow auc is 0.749, 5s auc is 0.737, 10s auc is 0.736, 18s auc is 0.746
Epoch 43 val loss is 2.352, scene 1, click auc is 0.587, like auc is 0.587, follow auc is 0.515, 5s auc is 0.603, 10s auc is 0.620, 18s auc is 0.649
Epoch 43 val loss is 2.352, scene 2, click auc is 0.671, like auc is 0.683, follow auc is 0.727, 5s auc is 0.661, 10s auc is 0.678, 18s auc is 0.700
Epoch 43 val loss is 2.352, scene 3, click auc is 0.680, like auc is 0.673, follow auc is 0.699, 5s auc is 0.679, 10s auc is 0.690, 18s auc is 0.708
Epoch 43 val loss is 2.352, scene 4, click auc is 0.655, like auc is 0.672, follow auc is 0.746, 5s auc is 0.650, 10s auc is 0.661, 18s auc is 0.661
Epoch 44 train loss is 2.347, total scene, click auc is 0.746, like auc is 0.729, follow auc is 0.774, 5s auc is 0.752, 10s auc is 0.751, 18s auc is 0.763
Epoch 44 val loss is 2.389, total scene, click auc is 0.732, like auc is 0.707, follow auc is 0.752, 5s auc is 0.738, 10s auc is 0.737, 18s auc is 0.747
Epoch 44 val loss is 2.347, scene 1, click auc is 0.590, like auc is 0.590, follow auc is 0.555, 5s auc is 0.606, 10s auc is 0.622, 18s auc is 0.652
Epoch 44 val loss is 2.347, scene 2, click auc is 0.673, like auc is 0.684, follow auc is 0.731, 5s auc is 0.663, 10s auc is 0.680, 18s auc is 0.701
Epoch 44 val loss is 2.347, scene 3, click auc is 0.681, like auc is 0.679, follow auc is 0.695, 5s auc is 0.682, 10s auc is 0.691, 18s auc is 0.709
Epoch 44 val loss is 2.347, scene 4, click auc is 0.657, like auc is 0.668, follow auc is 0.751, 5s auc is 0.652, 10s auc is 0.663, 18s auc is 0.663
Epoch 45 train loss is 2.342, total scene, click auc is 0.747, like auc is 0.731, follow auc is 0.775, 5s auc is 0.753, 10s auc is 0.753, 18s auc is 0.764
Epoch 45 val loss is 2.386, total scene, click auc is 0.733, like auc is 0.708, follow auc is 0.749, 5s auc is 0.739, 10s auc is 0.738, 18s auc is 0.748
Epoch 45 val loss is 2.342, scene 1, click auc is 0.593, like auc is 0.593, follow auc is 0.563, 5s auc is 0.609, 10s auc is 0.625, 18s auc is 0.654
Epoch 45 val loss is 2.342, scene 2, click auc is 0.675, like auc is 0.685, follow auc is 0.727, 5s auc is 0.664, 10s auc is 0.681, 18s auc is 0.703
Epoch 45 val loss is 2.342, scene 3, click auc is 0.683, like auc is 0.678, follow auc is 0.706, 5s auc is 0.683, 10s auc is 0.693, 18s auc is 0.710
Epoch 45 val loss is 2.342, scene 4, click auc is 0.659, like auc is 0.672, follow auc is 0.745, 5s auc is 0.654, 10s auc is 0.665, 18s auc is 0.665
Epoch 46 train loss is 2.337, total scene, click auc is 0.749, like auc is 0.733, follow auc is 0.776, 5s auc is 0.755, 10s auc is 0.754, 18s auc is 0.766
Epoch 46 val loss is 2.383, total scene, click auc is 0.734, like auc is 0.709, follow auc is 0.749, 5s auc is 0.741, 10s auc is 0.739, 18s auc is 0.749
Epoch 46 val loss is 2.337, scene 1, click auc is 0.594, like auc is 0.596, follow auc is 0.549, 5s auc is 0.610, 10s auc is 0.627, 18s auc is 0.655
Epoch 46 val loss is 2.337, scene 2, click auc is 0.676, like auc is 0.686, follow auc is 0.729, 5s auc is 0.666, 10s auc is 0.683, 18s auc is 0.704
Epoch 46 val loss is 2.337, scene 3, click auc is 0.684, like auc is 0.684, follow auc is 0.705, 5s auc is 0.685, 10s auc is 0.696, 18s auc is 0.712
Epoch 46 val loss is 2.337, scene 4, click auc is 0.660, like auc is 0.672, follow auc is 0.736, 5s auc is 0.656, 10s auc is 0.666, 18s auc is 0.666
Epoch 47 train loss is 2.333, total scene, click auc is 0.750, like auc is 0.734, follow auc is 0.776, 5s auc is 0.756, 10s auc is 0.756, 18s auc is 0.767
